Application_number,Country,SOP,PS,LOR,GRE,Research,IELTS,Experience,Admit
143522,INT,2.8,2.7,2.9,315,1,0,2,1
153044,INT,3.1,2.9,1.4,308,0,0,2,0
107265,USA,1.7,2.6,2.0,311,1,0,2,1
188152,INT,3.0,2.3,3.2,303,1,0,2,1
190841,USA,3.9,3.7,2.1,320,1,0,2,0
173353,USA,3.8,4.1,1.5,329,1,1,2,1
190014,USA,1.8,3.7,3.2,286,1,1,2,1
146557,USA,1.5,3.6,2.7,329,1,0,2,1
103795,INT,4.9,3.7,1.6,306,1,1,1,1
165790,INT,3.2,4.6,4.1,324,0,1,1,1
199512,USA,4.4,1.4,4.7,315,0,0,2,0
126766,INT,1.2,3.3,4.1,309,1,0,1,0
168014,INT,4.1,3.4,4.8,315,1,0,1,0
109428,USA,2.8,2.0,4.5,311,0,1,1,0
118032,USA,1.1,4.5,3.8,285,1,1,1,1
135466,INT,4.9,1.6,4.8,281,0,1,1,1
125244,USA,1.9,4.1,3.2,323,0,0,2,1
102340,USA,2.0,2.2,3.5,261,1,0,1,0
104339,USA,4.2,1.3,1.0,311,0,1,1,1
174501,USA,3.6,4.0,4.9,292,1,1,2,1
176330,INT,3.6,1.0,4.4,324,0,1,2,1
141652,USA,4.5,2.3,3.9,295,1,1,1,1
172911,INT,3.4,2.1,3.2,318,1,1,1,0
158010,USA,3.4,1.9,2.4,285,1,0,2,1
187067,USA,1.4,2.1,4.3,293,0,0,1,0
194345,INT,1.1,4.1,3.3,326,0,0,1,1
138442,USA,4.3,3.9,2.2,298,0,1,2,0
185181,USA,2.1,2.6,1.3,271,0,0,1,1
113560,INT,3.2,2.7,2.7,300,0,0,1,1
185374,INT,2.3,2.1,1.5,300,0,0,2,1
134970,INT,2.0,3.1,1.5,322,0,0,2,0
137383,INT,3.7,1.5,4.6,287,1,1,1,1
181550,USA,3.6,1.6,4.8,269,1,0,2,1
148029,INT,1.2,1.7,2.0,273,0,1,2,1
113064,USA,3.6,4.9,1.2,306,0,1,1,1
183871,INT,4.0,2.3,3.3,282,1,0,1,0
157785,INT,4.0,3.6,3.1,261,0,1,2,0
104214,USA,4.0,2.4,3.4,323,0,1,2,1
143937,USA,3.8,2.2,2.4,272,0,1,2,0
149713,USA,3.0,2.6,2.2,287,0,0,1,0
154100,USA,3.3,4.4,2.2,281,0,0,1,0
106449,USA,4.8,4.5,3.7,271,0,1,1,1
192607,USA,1.2,1.5,1.5,274,1,1,1,0
198664,USA,3.2,3.6,3.2,273,1,0,1,1
192825,USA,3.9,3.4,2.4,266,1,1,1,0
199590,INT,1.7,1.5,4.3,318,0,0,2,0
174397,USA,4.4,1.1,2.9,263,0,0,1,1
158540,USA,3.0,2.4,1.7,291,0,0,1,0
114305,INT,3.7,4.5,2.3,282,1,1,2,0
126886,INT,1.5,1.7,3.0,264,1,1,1,1
138640,INT,1.4,2.6,2.9,332,0,1,2,1
100607,INT,3.7,1.8,2.3,339,1,0,1,0
118970,USA,4.0,1.7,4.8,292,0,1,1,0
103420,INT,1.8,2.1,4.0,329,1,1,2,1
140633,INT,2.4,1.2,3.8,282,0,1,1,0
142534,INT,3.0,4.2,4.5,274,0,1,2,0
118729,INT,3.8,3.7,2.3,298,0,0,2,1
193590,INT,3.5,5.0,4.0,313,1,1,2,1
144252,INT,1.6,3.2,3.6,331,0,1,1,0
182919,USA,3.9,3.7,1.6,279,0,1,2,1
167286,USA,3.1,2.6,2.5,306,0,0,1,1
134825,USA,2.1,1.4,3.0,325,0,1,2,1
123818,USA,2.8,4.5,4.9,331,0,1,2,0
179566,INT,1.7,2.9,1.5,313,1,1,2,0
116191,INT,2.4,2.5,2.2,309,1,0,1,0
121865,INT,2.4,4.5,2.4,317,1,0,1,0
106530,INT,4.2,3.1,2.0,275,1,1,2,1
180872,INT,2.7,2.1,3.2,270,0,0,2,0
162589,USA,5.0,2.6,4.6,292,0,1,1,1
191969,INT,2.4,4.9,3.6,327,1,1,1,1
126799,INT,2.1,2.6,4.5,271,1,1,1,1
180188,USA,2.1,4.9,2.0,304,0,1,2,1
104218,USA,2.5,2.0,3.8,286,1,1,2,0
100053,USA,2.0,1.5,4.1,293,1,1,1,0
136998,INT,3.7,4.1,4.2,278,1,0,1,1
132086,INT,1.0,4.7,2.6,267,0,0,1,0
183503,USA,3.9,2.9,2.3,294,0,1,2,0
109914,USA,3.8,2.1,2.4,316,1,0,1,1
154393,USA,3.3,1.6,3.9,263,0,0,2,0
114199,INT,2.7,1.1,3.7,299,1,1,2,1
137194,USA,2.8,4.4,3.0,304,0,1,1,0
186133,INT,1.4,4.5,2.6,305,0,0,1,0
146492,USA,2.5,2.9,3.7,289,0,1,1,1
159914,INT,4.2,4.6,4.2,300,0,0,1,1
114833,INT,1.6,2.4,2.8,300,0,1,2,1
136042,INT,1.1,1.4,3.0,276,0,0,2,1
179008,INT,4.2,2.6,1.9,267,1,0,1,1
112774,INT,1.1,2.8,3.8,323,0,1,1,1
150083,INT,4.9,3.8,3.0,293,0,0,2,0
154800,USA,1.5,3.9,4.4,303,1,1,2,1
119375,INT,2.1,3.6,4.8,324,1,1,1,0
147477,INT,1.7,3.7,2.1,279,1,1,2,1
130483,USA,1.6,1.1,3.5,293,0,1,2,1
106898,INT,1.2,2.1,5.0,264,1,1,2,1
149235,INT,3.9,4.3,2.0,265,0,0,2,1
116787,INT,1.4,4.5,1.3,301,0,0,2,1
167331,USA,4.3,4.3,4.4,320,0,0,2,1
178236,INT,4.9,1.7,4.4,308,0,1,2,1
111040,USA,4.1,2.8,3.0,262,0,0,2,0
173090,INT,3.0,3.8,2.2,294,1,0,2,0
124512,USA,3.7,4.3,1.1,308,0,1,1,0
112476,USA,1.2,4.9,1.2,292,1,0,2,0
133114,INT,3.6,2.1,3.8,325,0,0,2,1
195545,USA,4.5,1.8,1.6,323,0,0,2,0
172233,INT,4.0,1.8,3.1,312,1,1,2,1
124709,USA,2.2,2.1,4.2,301,0,1,1,1
152916,INT,2.9,3.4,4.3,335,0,1,2,0
100435,INT,3.9,3.5,3.6,262,1,0,1,1
174689,INT,2.2,3.4,2.8,298,0,1,1,1
179509,INT,1.4,1.9,2.1,330,0,0,1,1
123647,INT,4.7,4.3,4.0,262,1,1,2,1
175739,INT,1.9,3.4,3.3,326,1,1,2,0
129723,INT,1.9,4.4,2.3,333,1,1,1,0
148028,INT,3.4,3.8,2.0,287,0,0,2,0
187675,INT,4.0,1.2,2.2,303,1,1,1,0
120217,USA,1.9,3.7,2.6,311,1,0,1,0
178874,USA,3.8,1.5,4.7,305,0,1,2,1
142266,INT,1.4,1.6,1.5,285,0,1,1,1
111770,USA,4.7,2.9,2.7,307,1,1,1,1
177687,USA,2.8,2.9,4.1,324,0,1,2,0
133891,INT,2.3,4.0,1.5,275,1,1,1,0
171382,USA,4.3,4.4,4.2,311,1,0,1,1
194779,INT,3.8,2.7,5.0,275,0,1,2,0
132933,USA,2.8,3.7,2.7,286,1,0,2,1
130403,USA,3.7,3.3,2.4,271,0,1,2,1
195465,INT,4.8,1.4,3.1,332,0,0,2,0
104214,USA,4.3,4.5,3.6,285,0,0,2,0
154319,INT,2.0,4.1,1.3,317,0,0,2,0
142043,USA,4.3,4.7,3.2,314,1,0,1,0
166331,USA,4.4,4.3,1.1,282,1,0,1,0
110902,INT,3.8,4.5,2.4,262,0,1,2,1
183753,USA,2.2,1.3,3.2,295,1,1,1,1
148607,USA,4.6,2.7,3.4,295,0,1,1,1
101722,INT,1.0,4.7,2.9,301,0,1,1,0
132930,USA,1.9,1.4,1.9,266,1,1,1,1
182212,USA,1.8,3.9,2.5,301,1,0,2,1
198635,INT,2.9,3.9,2.7,261,0,1,2,1
134936,INT,1.2,3.9,4.7,284,1,0,1,1
101092,USA,2.7,2.4,1.8,297,1,1,1,0
130060,INT,1.8,2.8,1.8,322,0,0,2,1
135669,INT,3.8,3.4,1.1,273,1,1,1,1
177535,INT,1.8,4.4,2.1,335,1,0,2,0
139706,USA,1.9,2.3,2.3,311,1,0,1,0
103055,USA,4.5,2.6,4.2,285,0,1,1,1
161193,USA,1.1,1.8,3.8,331,1,0,2,1
162228,INT,3.5,3.4,2.1,280,1,0,2,1
137720,USA,3.1,2.7,4.7,306,0,0,2,0
198210,INT,4.6,2.7,4.4,323,1,1,2,0
105741,USA,3.4,1.3,4.3,272,0,0,2,0
105648,INT,4.4,4.4,1.9,287,0,0,1,1
102262,USA,1.5,2.1,4.5,295,1,0,2,0
186830,INT,1.5,3.0,2.1,280,0,0,1,0
166213,INT,3.4,2.0,4.2,297,1,0,1,1
190449,USA,4.3,1.7,1.6,281,1,0,2,1
152654,USA,3.6,3.4,4.7,324,0,0,2,1
135098,INT,3.6,1.1,1.8,266,1,1,2,1
164244,INT,2.5,4.9,1.5,267,0,0,2,0
160020,USA,4.9,1.2,3.6,303,1,0,1,0
121320,INT,4.9,4.6,2.0,281,0,0,2,1
120929,INT,4.6,3.8,3.3,312,1,1,2,0
158457,INT,4.6,2.7,1.7,286,1,0,1,0
171174,USA,3.7,2.3,4.5,308,1,0,2,0
113713,USA,2.3,4.8,1.3,262,1,1,2,0
156855,USA,4.1,3.7,2.8,324,0,1,1,1
186949,INT,2.3,4.3,2.2,319,0,1,1,1
101879,USA,1.0,2.0,3.3,261,0,0,2,1
100112,INT,1.3,3.9,2.3,323,1,0,1,1
156369,INT,3.7,3.8,4.2,276,1,1,2,0
171792,USA,4.4,1.8,2.9,299,1,0,2,1
110339,USA,2.7,2.6,3.9,288,0,1,1,0
178427,INT,2.5,2.0,2.0,276,0,1,2,0
118685,INT,4.2,1.4,3.0,308,0,0,1,0
196286,USA,1.9,2.7,2.1,307,1,0,1,0
129841,USA,4.7,1.3,3.6,264,0,0,1,1
103883,INT,2.2,1.4,1.5,309,0,1,2,0
181181,USA,3.0,2.4,4.8,325,0,0,1,0
179401,INT,1.4,4.6,1.1,272,1,0,1,1
153692,INT,4.6,2.9,3.0,282,1,1,1,0
176458,USA,5.0,2.1,2.9,317,1,1,1,0
150054,USA,2.6,2.5,3.5,263,1,1,1,1
123109,INT,2.8,2.0,4.8,292,0,0,2,0
157983,USA,3.0,4.5,1.5,288,0,1,2,0
116473,USA,4.4,4.7,1.0,264,0,0,2,1
161134,INT,4.9,3.9,3.6,286,0,0,2,1
182354,USA,1.3,4.4,3.2,297,1,1,2,0
184091,INT,3.6,1.3,2.5,293,1,1,2,1
182328,USA,4.2,2.4,4.6,289,0,0,1,0
160289,INT,3.8,3.1,1.1,338,1,1,2,0
190383,INT,2.7,2.9,1.3,339,1,0,2,0
102571,USA,4.0,2.5,2.8,268,1,1,2,0
170651,USA,4.9,4.1,3.1,296,0,1,2,0
118341,USA,2.7,2.5,2.4,266,0,1,2,1
147470,INT,4.4,4.6,4.3,269,0,1,1,0
130078,USA,3.9,3.6,2.4,333,0,0,1,1
176453,INT,3.1,2.7,3.2,272,0,1,1,1
186791,USA,1.8,2.2,3.7,272,0,1,1,1
126247,USA,1.2,1.5,2.4,294,0,0,1,1
123345,INT,4.5,2.7,4.5,301,0,0,1,0
114436,USA,1.5,3.9,3.2,267,0,0,2,1
113390,INT,1.3,3.5,2.3,339,1,1,1,0
110004,USA,3.2,1.1,3.8,328,1,0,1,0
111418,INT,3.5,2.1,1.8,319,1,0,2,0
146066,INT,2.6,3.6,3.9,308,0,0,1,0
121586,INT,1.6,2.1,2.2,329,1,1,2,1
136435,INT,2.5,4.9,1.5,336,1,1,1,0
128240,USA,1.3,2.0,3.1,265,0,1,1,1
138890,USA,2.6,1.9,4.1,325,0,1,2,1
145828,USA,1.9,3.8,3.5,332,1,1,1,0
145831,USA,1.9,3.8,3.1,266,1,1,2,0
102314,USA,3.0,3.1,4.3,268,0,0,2,1
126072,INT,1.2,4.0,2.2,312,0,0,1,0
189696,USA,3.6,2.3,4.5,329,1,1,1,0
118847,INT,4.7,2.1,4.6,331,0,0,2,1
121388,USA,1.5,1.4,3.3,339,0,0,2,0
165669,INT,4.8,4.3,3.6,295,1,1,2,0
173217,INT,2.4,1.7,3.4,332,0,1,2,0
188157,INT,2.1,1.8,4.2,260,0,1,2,0
144910,USA,2.6,3.4,3.6,294,0,0,1,0
186384,INT,4.1,2.0,4.0,337,1,0,2,0
181350,INT,4.1,3.6,3.5,313,1,0,2,0
141698,USA,1.0,1.7,3.7,305,0,0,1,1
175445,USA,3.8,2.8,4.1,321,0,0,2,0
130946,INT,1.3,2.6,4.1,278,0,1,2,0
139201,INT,2.4,4.9,3.8,273,1,1,1,0
100445,INT,2.2,3.3,1.9,263,1,0,2,1
165669,USA,3.8,2.7,1.9,285,1,0,1,1
197719,INT,4.0,3.9,3.4,282,1,1,2,0
100553,USA,3.1,1.2,2.9,333,1,0,2,1
163392,USA,3.4,1.9,4.0,294,0,0,2,0
181139,INT,3.2,1.0,3.1,320,0,1,2,0
136597,USA,2.5,4.6,4.7,300,1,0,2,1
138000,INT,3.2,4.0,3.4,311,0,1,2,1
138462,USA,3.0,3.7,4.4,288,1,1,1,1
167534,USA,3.4,1.6,5.0,274,1,0,1,0
147699,USA,3.8,3.8,4.2,268,0,0,2,0
146972,USA,2.6,3.6,1.7,326,1,0,1,0
124111,INT,3.6,3.4,4.7,330,1,0,2,1
190207,INT,1.7,2.0,3.6,303,0,1,1,1
117698,USA,4.8,2.3,2.7,334,1,1,1,0
116729,USA,3.9,1.9,3.3,267,1,0,1,1
117366,USA,3.0,1.8,2.9,313,1,1,1,1
174541,USA,3.8,1.6,4.0,335,0,1,1,0
167724,USA,2.2,3.9,2.9,313,1,0,2,0
165287,USA,4.1,2.5,2.6,273,0,0,2,1
138621,INT,1.3,4.2,3.4,336,1,1,2,1
139130,INT,2.1,2.4,3.3,331,1,0,1,1
141397,USA,1.2,3.2,2.5,297,1,0,2,1
110752,INT,2.2,2.6,2.1,267,1,0,1,1
138546,USA,4.9,4.0,2.3,295,0,1,1,0
142893,USA,3.9,4.3,2.0,331,0,1,2,1
157046,INT,1.2,5.0,4.6,334,1,0,2,0
198132,INT,4.5,4.0,4.6,296,1,1,2,1
136342,USA,4.0,1.2,4.5,307,1,1,1,1
104200,USA,2.4,1.5,2.2,327,1,1,1,0
105841,INT,4.4,1.4,2.5,286,0,0,1,1
159137,INT,3.2,4.0,3.7,288,0,0,1,0
155365,INT,1.2,4.3,4.9,304,1,0,2,0
130907,INT,4.7,2.2,2.4,303,1,0,1,1
134579,INT,4.3,1.8,4.5,269,1,0,2,0
140053,USA,4.2,3.9,1.8,299,0,0,2,1
157197,INT,5.0,2.1,2.8,276,0,0,2,1
163169,USA,4.8,1.4,3.7,286,1,1,1,1
137220,INT,1.1,1.8,2.3,322,0,1,1,0
114746,INT,2.9,4.0,1.6,292,0,0,1,0
119048,INT,4.6,4.0,1.0,297,1,1,1,0
196317,INT,2.0,4.1,4.9,314,1,0,1,0
127100,USA,1.8,3.0,3.3,327,0,1,1,0
180271,USA,3.6,2.6,2.6,300,1,0,1,1
185261,INT,4.8,2.9,3.6,320,0,1,2,0
140078,INT,1.9,3.9,4.1,292,0,1,2,1
155544,INT,2.4,2.7,2.1,339,0,0,1,1
185002,USA,1.3,4.9,3.8,262,1,0,2,0
113866,INT,2.7,2.4,3.4,327,1,0,2,1
126101,USA,2.9,3.5,3.1,284,1,0,2,1
199279,INT,1.1,1.0,1.9,288,1,0,2,0
164348,USA,3.1,3.7,4.3,260,1,1,2,0
137241,INT,5.0,2.5,1.8,286,1,1,1,0
106910,USA,4.2,4.5,3.9,315,1,1,1,1
103909,USA,2.6,4.8,3.8,305,0,0,2,1
137563,USA,1.6,1.3,4.9,300,0,1,2,1
108425,INT,2.0,4.6,4.1,327,0,0,1,1
139381,USA,4.1,3.3,4.3,310,1,1,1,0
175657,INT,4.1,2.0,4.7,326,1,0,1,0
189087,INT,1.8,4.5,3.5,318,0,0,2,0
164868,USA,3.4,3.3,3.1,275,0,0,2,1
124008,USA,2.6,2.3,1.8,282,0,1,2,0
182532,INT,1.0,3.5,3.3,334,1,1,2,1
101447,INT,4.2,1.2,2.2,292,1,1,2,1
129393,INT,2.0,2.6,3.6,272,0,1,2,0
185825,USA,1.9,3.2,1.5,314,1,0,1,0
186846,USA,1.2,3.2,4.1,316,0,0,2,0
170763,USA,1.1,4.3,1.5,260,0,0,2,1
105822,USA,2.1,2.4,1.4,328,1,1,2,0
104919,USA,5.0,4.5,2.6,289,1,1,2,0
175303,USA,1.7,2.0,4.6,272,0,1,1,1
125084,INT,4.1,3.7,2.4,267,0,0,1,1
177582,USA,3.7,4.2,1.7,325,1,0,1,1
141475,USA,4.2,4.3,4.9,322,0,1,1,1
172899,USA,3.4,2.3,4.5,270,1,0,2,0
149401,USA,4.8,1.7,3.0,303,0,1,1,1
120073,INT,3.4,4.1,3.7,281,0,1,1,1
198958,USA,2.2,4.0,3.5,327,1,0,2,0
116250,INT,3.3,3.8,1.5,278,0,0,2,0
156893,USA,3.4,1.7,3.8,299,0,0,1,1
165790,INT,3.2,4.4,4.7,266,1,0,1,0
148696,USA,3.8,1.5,3.3,315,1,0,1,1
186752,INT,2.5,1.8,4.8,267,0,0,1,0
151494,INT,1.6,4.9,3.6,292,1,1,2,1
103605,INT,1.6,3.8,3.9,326,1,1,2,0
168313,INT,2.1,1.2,3.1,313,0,0,1,1
183785,INT,2.1,3.2,3.3,327,0,1,1,1
143742,USA,1.6,3.5,3.4,318,1,0,1,1
159688,INT,3.3,4.8,1.4,300,1,1,2,0
174595,INT,4.2,1.8,4.2,270,1,0,2,1
143404,USA,4.9,3.7,3.4,287,0,0,2,1
175248,INT,3.8,4.9,3.6,305,1,1,2,0
183045,INT,4.2,2.7,4.4,304,1,1,1,0
122383,USA,3.1,3.4,2.4,264,1,1,1,0
192894,USA,2.5,3.3,3.5,330,1,0,1,1
116142,USA,1.5,2.6,3.2,293,0,1,1,0
168660,INT,4.4,3.2,1.2,289,1,0,1,1
164249,USA,1.4,4.2,4.4,275,1,0,1,1
190954,INT,4.1,4.2,4.7,337,1,0,1,0
151084,USA,3.1,1.8,4.2,264,0,0,1,0
181598,INT,1.8,5.0,3.1,314,1,0,1,0
178026,INT,4.3,3.6,3.8,268,1,1,2,1
155295,USA,4.5,2.9,1.8,281,0,0,2,1
121717,INT,3.2,3.5,3.8,265,1,1,1,1
168064,INT,2.7,1.6,2.3,319,1,1,1,1
186058,INT,1.1,4.9,2.1,292,0,1,1,0
189582,USA,4.0,2.7,5.0,306,1,0,2,1
138804,USA,1.1,1.2,4.5,282,1,1,2,0
176659,INT,3.9,4.0,2.5,290,1,0,1,1
130440,INT,2.4,4.6,3.4,335,0,1,2,1
152859,INT,3.4,3.8,3.2,294,0,0,2,1
167768,INT,3.5,4.1,2.0,285,0,1,2,0
144638,USA,1.1,3.1,4.3,294,1,0,2,0
179323,USA,4.4,2.3,3.7,305,1,1,2,1
109968,INT,4.3,3.6,2.3,261,0,0,2,1
128321,INT,4.5,2.3,1.4,299,1,1,1,1
159010,INT,1.2,4.5,2.6,285,0,1,2,0
199765,USA,2.0,3.4,1.7,264,1,1,2,0
183514,USA,3.8,1.8,3.4,306,0,0,2,0
152447,INT,2.1,3.7,2.0,275,1,1,1,0
134037,INT,1.9,4.2,1.3,292,1,0,2,1
146062,USA,2.6,2.5,1.2,291,1,0,1,1
167961,USA,3.0,4.6,1.8,302,1,0,1,1
173528,INT,1.8,4.5,2.7,296,1,1,1,1
174672,INT,3.8,3.7,4.2,314,0,1,2,1
117202,INT,1.9,4.1,3.0,332,0,0,2,0
157975,USA,3.1,4.2,4.9,326,0,0,1,0
103900,USA,3.6,1.3,3.9,335,0,1,1,1
135332,USA,4.3,3.4,1.8,292,0,1,2,0
159762,INT,3.4,3.9,1.7,300,1,0,1,0
196075,USA,3.0,3.1,2.3,315,0,0,2,0
139778,USA,4.5,2.1,2.5,305,1,0,2,0
168188,USA,3.5,2.3,1.4,294,1,1,2,1
139151,USA,1.4,4.4,5.0,332,1,1,2,0
116182,USA,4.8,4.3,2.3,327,1,1,1,0
140645,USA,2.1,3.7,1.7,276,0,0,2,1
111380,INT,4.0,2.8,2.4,266,0,0,2,1
177639,USA,2.7,2.8,4.4,295,0,1,2,0
108303,USA,2.7,3.7,4.0,280,0,1,1,0
182520,USA,1.8,3.8,3.9,325,1,1,2,1
143772,USA,3.1,2.0,3.2,268,1,1,2,0
128007,INT,1.7,3.0,3.4,327,0,1,2,1
102111,USA,1.6,1.7,3.1,265,1,0,1,0
187100,USA,2.8,3.3,4.4,297,1,1,2,1
127222,INT,4.4,1.2,4.6,319,1,0,1,0
143199,INT,4.0,2.7,3.4,328,0,0,1,1
191446,USA,4.2,1.3,2.9,305,1,1,2,1
188168,INT,3.1,2.3,1.6,270,0,1,2,0
180887,USA,3.2,2.0,4.7,291,0,1,1,0
144743,INT,3.6,3.6,1.1,297,0,1,1,0
148311,INT,4.9,2.5,2.8,297,0,1,1,0
136558,INT,4.0,4.1,3.6,304,0,0,2,1
139777,USA,2.9,1.5,4.4,339,1,0,1,0
129778,USA,4.7,2.9,4.3,290,1,1,2,1
142507,USA,2.0,3.0,3.1,307,0,1,2,1
102011,USA,3.2,1.9,4.2,327,0,1,2,0
141512,INT,1.5,4.7,1.7,273,0,1,1,1
112648,USA,4.1,2.3,3.6,283,1,1,1,1
171116,INT,4.9,2.2,1.6,296,0,0,2,0
190280,USA,3.2,3.8,4.0,302,0,0,1,0
156782,INT,2.1,1.1,1.9,272,1,0,1,0
197129,INT,1.6,2.8,4.2,338,0,1,2,1
119327,INT,1.3,1.6,4.9,326,1,0,1,0
159311,INT,3.1,1.1,3.2,269,0,1,2,0
163756,INT,3.1,1.6,1.3,319,1,1,2,1
141580,USA,1.3,4.6,4.3,320,1,0,1,0
187604,USA,1.6,1.8,3.9,269,1,1,2,1
156858,USA,1.6,3.4,3.9,328,1,1,2,1
156390,INT,2.2,2.4,3.6,314,1,1,1,1
121877,USA,4.0,2.9,3.3,333,1,1,1,1
118986,INT,4.7,4.7,2.6,284,0,0,1,0
134449,USA,1.8,3.1,1.3,280,1,1,2,0
161796,USA,5.0,1.6,2.0,267,0,0,1,0
183477,INT,3.1,4.3,2.0,277,0,0,2,1
122261,INT,2.9,3.4,4.5,304,0,0,1,1
115937,USA,3.7,2.5,1.4,310,0,0,1,1
172964,INT,3.7,2.5,4.9,281,0,0,2,1
148244,INT,2.0,1.5,1.5,339,1,1,1,0
112630,INT,2.1,3.9,2.2,280,0,0,2,1
152257,USA,3.8,4.2,4.3,318,1,1,2,1
185108,USA,4.4,3.1,4.2,321,1,0,2,1
135083,USA,4.0,2.6,4.3,268,0,0,1,0
112556,INT,1.4,3.2,3.7,300,1,0,1,0
175605,INT,4.1,1.1,4.2,287,1,0,2,1
194877,INT,4.5,2.4,2.8,335,0,1,2,0
191138,USA,3.3,1.1,4.0,338,0,1,1,1
166865,INT,5.0,3.0,2.6,331,0,0,2,1
130520,INT,4.0,4.8,4.4,327,0,0,1,0
190604,USA,4.5,2.4,2.3,296,1,1,1,1
150554,USA,2.5,3.1,2.7,317,0,1,1,1
133637,INT,1.2,4.1,1.1,332,0,1,2,0
118994,INT,5.0,3.5,3.5,328,0,1,2,0
151086,INT,3.6,1.6,1.8,324,1,0,1,0
123828,INT,3.3,4.9,2.8,323,0,1,2,0
189222,INT,2.8,1.1,3.2,307,0,0,2,0
124875,USA,3.8,2.6,3.7,265,1,1,2,0
192162,USA,2.9,3.1,4.4,307,0,0,1,0
180315,INT,1.2,4.9,3.0,267,0,0,2,1
168374,INT,1.5,4.1,1.7,329,1,0,2,0
131297,INT,2.4,1.1,2.3,297,0,1,1,0
192188,INT,3.5,1.7,4.1,315,1,1,2,0
128134,INT,1.3,1.3,4.2,275,0,1,2,1
185811,INT,2.5,3.0,2.3,314,0,1,1,0
154127,INT,1.3,1.3,3.2,261,1,0,2,0
179829,USA,4.3,3.7,1.1,301,0,0,1,1
192024,USA,2.0,1.5,3.9,329,1,1,1,0
126930,INT,2.4,2.9,4.9,285,0,0,1,1
108849,INT,1.4,1.9,1.4,278,1,1,2,1
114674,USA,1.2,2.1,3.5,296,0,1,1,0
114407,USA,2.1,3.3,2.4,327,1,0,2,0
170403,INT,1.6,2.0,3.6,303,0,0,1,1
173851,INT,2.6,4.1,2.0,289,1,1,2,0
101173,USA,2.2,3.7,3.8,315,0,1,2,1
150278,USA,4.9,1.7,1.1,307,1,1,1,1
114463,USA,3.8,3.2,4.8,336,1,1,2,1
183299,USA,2.6,2.6,1.4,325,1,1,2,1
175769,INT,1.0,3.3,4.5,283,1,1,2,0
131490,USA,4.4,3.2,2.0,338,1,0,2,0
139121,USA,3.6,1.4,4.5,301,0,0,2,0
146923,INT,1.7,2.0,3.9,336,1,0,1,1
100381,USA,3.0,2.6,2.9,302,0,0,2,1
182384,USA,2.0,1.7,2.0,279,1,1,2,1
123091,USA,1.3,2.9,1.7,273,0,1,1,0
176253,INT,4.3,1.2,3.0,264,0,1,1,0
142572,USA,2.8,2.8,3.2,337,0,0,1,0
181424,USA,4.6,3.7,4.8,302,0,1,1,0
146932,INT,1.2,3.3,4.2,276,0,0,2,1
190543,USA,4.8,2.2,2.4,260,1,1,1,0
114077,INT,2.6,3.1,3.5,298,1,1,1,1
132612,USA,1.9,2.2,1.3,333,1,0,1,1
181960,INT,3.6,4.0,4.7,310,0,1,1,1
153902,INT,5.0,2.5,2.4,322,0,0,2,0
186279,INT,2.3,3.6,4.4,335,1,1,2,1
187402,USA,2.5,2.9,1.1,294,0,0,2,0
105333,USA,2.3,2.6,2.8,264,0,1,1,0
145378,USA,4.1,4.2,4.9,267,1,1,2,1
166779,INT,4.6,4.9,2.6,318,1,0,1,0
149790,USA,3.3,2.1,2.2,328,1,1,1,0
192050,INT,1.2,2.6,2.5,303,1,0,2,0
103770,USA,4.2,1.2,3.7,292,0,0,2,1
109088,USA,2.7,1.2,1.8,319,0,1,1,1
132993,USA,3.9,2.4,1.3,332,0,1,2,0
105342,USA,3.7,3.7,4.5,315,1,1,2,0
159680,INT,4.9,4.6,1.7,338,0,1,2,0
114809,USA,3.7,2.4,1.1,310,0,1,2,0
126241,USA,4.2,4.9,3.6,324,0,1,1,0
124300,USA,1.9,4.7,4.3,328,1,0,2,1
134282,INT,4.1,2.3,1.3,326,1,1,2,1
116821,INT,3.1,4.9,1.7,305,1,1,1,1
131944,INT,1.3,1.3,1.6,275,0,1,2,1
158485,INT,4.8,3.4,1.4,309,1,1,2,1
153109,INT,2.1,1.9,2.1,329,1,1,2,1
186713,USA,1.2,2.8,3.1,276,0,0,1,0
128064,INT,4.0,2.5,4.6,300,1,1,2,1
127887,USA,2.3,3.4,1.2,337,1,1,1,1
197794,USA,1.6,4.7,1.1,335,1,1,2,0
194016,USA,1.4,2.6,2.0,283,1,0,1,0
150131,INT,2.6,4.0,5.0,306,1,0,1,0
191127,USA,1.1,4.2,1.8,261,0,1,1,0
169244,INT,1.5,2.9,2.4,315,1,1,1,0
154363,INT,3.7,4.5,4.7,334,1,0,1,1
172149,USA,4.6,4.7,3.5,321,0,0,2,1
121529,USA,1.6,2.3,2.3,272,0,1,1,1
151969,INT,2.0,1.8,1.8,268,0,0,2,0
168381,USA,2.1,3.6,2.4,334,1,0,2,0
105740,INT,3.8,4.4,2.1,264,1,1,2,1
113251,USA,1.4,4.8,4.3,291,0,1,2,0
173789,USA,1.9,3.1,2.5,327,0,0,2,0
167484,USA,1.3,2.3,3.0,265,0,1,1,1
199836,INT,4.2,1.5,4.7,290,1,0,1,1
119439,USA,4.2,3.4,4.5,271,1,1,1,1
169177,USA,4.4,4.1,5.0,338,0,1,2,1
188517,INT,3.7,3.5,1.5,318,1,1,1,1
180140,USA,4.6,1.9,1.9,332,1,0,2,1
